ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
50-54,1988,Total,10.92,5.57,16.27,16,146520,0.0001092
55-59,1988,Total,20.78,13.34,28.21,30,144390,0.000207771
60-64,1988,Total,29.32,20.34,38.29,41,139840,0.000293192
65-69,1988,Total,39.26,28.03,50.48,47,119720,0.000392583
70-74,1988,Total,56.14,41.17,71.12,54,96180,0.000561447
75-79,1988,Total,89.92,68.06,111.77,65,72290,0.000899156
80+,1988,Total,144.93,116.66,173.19,101,69690,0.001449275
Total,1989,Total,9.28,8.33,10.23,377,3330200,0.000113206
00-04,1989,Total,0,0,0,0,266630,0
05-09,1989,Total,0,0,0,0,248860,0
10-14,1989,Total,0,0,0,0,259310,0
15-19,1989,Total,0,0,0,0,297920,0
20-24,1989,Total,0.37,0,1.09,1,270450,3.7e-06
25-29,1989,Total,0.72,0,1.71,2,278680,7.18e-06
30-34,1989,Total,2.64,0.68,4.6,7,265190,2.64e-05
35-39,1989,Total,2.52,0.5,4.53,6,238420,2.52e-05
40-44,1989,Total,2.7,0.54,4.87,6,221930,2.7e-05
45-49,1989,Total,3.25,0.65,5.86,6,184450,3.25e-05
50-54,1989,Total,10,4.94,15.06,15,149980,0.000100013
55-59,1989,Total,22.97,15.13,30.81,33,143660,0.000229709
60-64,1989,Total,26.48,17.95,35.01,37,139730,0.000264796
65-69,1989,Total,54.56,41.5,67.63,67,122790,0.000545647
70-74,1989,Total,61.75,45.99,77.5,59,95550,0.000617478
75-79,1989,Total,77.13,57.11,97.16,57,73900,0.000771313
80+,1989,Total,111.39,87.13,135.64,81,72720,0.001113861
Total,1990,Total,9.54,8.58,10.5,392,3362500,0.00011658
00-04,1990,Total,0,0,0,0,273340,0
05-09,1990,Total,0,0,0,0,250470,0
10-14,1990,Total,0,0,0,0,255730,0
15-19,1990,Total,0.34,0,1.02,1,290760,3.44e-06
20-24,1990,Total,0.74,0,1.76,2,271310,7.37e-06
25-29,1990,Total,1.08,0,2.3,3,278110,1.08e-05
30-34,1990,Total,2.21,0.44,3.98,6,271550,2.21e-05
35-39,1990,Total,3.7,1.28,6.11,9,243370,3.7e-05
40-44,1990,Total,2.6,0.52,4.68,6,231000,2.6e-05
45-49,1990,Total,8.61,4.39,12.84,16,185740,8.61e-05
50-54,1990,Total,12.85,7.22,18.49,20,155610,0.000128526
55-59,1990,Total,18.36,11.3,25.42,26,141610,0.000183603
60-64,1990,Total,29.96,20.9,39.02,42,140180,0.000299615
65-69,1990,Total,45.35,33.57,57.12,57,125700,0.000453461
70-74,1990,Total,51.85,37.48,66.22,50,96430,0.000518511
75-79,1990,Total,80.69,60.44,100.94,61,75600,0.000806878
80+,1990,Total,122.48,97.59,147.37,93,75930,0.001224812
Total,1991,Total,8.39,7.51,9.28,359,3406300,0.000105393
00-04,1991,Total,0,0,0,0,279610,0
05-09,1991,Total,0,0,0,0,254030,0
10-14,1991,Total,0,0,0,0,255780,0
15-19,1991,Total,0,0,0,0,283500,0
20-24,1991,Total,0,0,0,0,276120,0
25-29,1991,Total,0.36,0,1.08,1,275100,3.64e-06
30-34,1991,Total,0.72,0,1.72,2,277870,7.2e-06
35-39,1991,Total,2.8,0.73,4.87,7,250010,2.8e-05
40-44,1991,Total,4.2,1.6,6.8,10,238120,4.2e-05
45-49,1991,Total,4.75,1.65,7.85,9,189550,4.75e-05
50-54,1991,Total,5.51,1.91,9.11,9,163280,5.51e-05
55-59,1991,Total,18.79,11.56,26.01,26,138400,0.000187861
60-64,1991,Total,29.26,20.31,38.22,41,140100,0.000292648
65-69,1991,Total,43.21,31.79,54.63,55,127290,0.000432084
70-74,1991,Total,58.02,43.21,72.82,59,101690,0.000580195
75-79,1991,Total,78.16,58.38,97.93,60,76770,0.000781555
80+,1991,Total,101.07,78.93,123.22,80,79150,0.001010739
Total,1992,Total,9.09,8.18,10.01,397,3443100,0.000115303
00-04,1992,Total,0,0,0,0,283460,0
05-09,1992,Total,0,0,0,0,258440,0
10-14,1992,Total,0,0,0,0,253880,0
15-19,1992,Total,0.36,0,1.08,1,274690,3.64e-06
20-24,1992,Total,0,0,0,0,281010,0
25-29,1992,Total,0.37,0,1.1,1,270030,3.7e-06
30-34,1992,Total,0.7,0,1.68,2,284860,7.02e-06
35-39,1992,Total,1.96,0.24,3.68,5,254810,1.96e-05
40-44,1992,Total,3.37,1.03,5.7,8,237460,3.37e-05
45-49,1992,Total,8.63,4.53,12.73,17,196980,8.63e-05
50-54,1992,Total,8.69,4.29,13.09,15,172640,8.69e-05
55-59,1992,Total,15.11,8.64,21.57,21,139020,0.000151057
60-64,1992,Total,38.08,27.83,48.34,53,139170,0.000380829
65-69,1992,Total,40.26,29.32,51.21,52,129150,0.000402633
70-74,1992,Total,61.75,46.85,76.65,66,106880,0.000617515
75-79,1992,Total,93.35,71.94,114.77,73,78200,0.000933504
80+,1992,Total,100.69,79.03,122.35,83,82430,0.001006915
Total,1993,Total,10.64,9.67,11.61,481,3481100,0.000138175
00-04,1993,Total,0,0,0,0,285480,0
05-09,1993,Total,0,0,0,0,265110,0
10-14,1993,Total,0,0,0,0,253570,0
15-19,1993,Total,0.38,0,1.11,1,265520,3.77e-06
20-24,1993,Total,0,0,0,0,280640,0
25-29,1993,Total,0.75,0,1.8,2,265520,7.53e-06
30-34,1993,Total,1.04,0,2.21,3,289230,1.04e-05
35-39,1993,Total,3.79,1.44,6.15,10,263530,3.79e-05
40-44,1993,Total,4.6,1.88,7.32,11,239140,4.6e-05
45-49,1993,Total,8.17,4.29,12.05,17,208110,8.17e-05
50-54,1993,Total,11.81,6.76,16.86,21,177840,0.000118084
55-59,1993,Total,22.32,14.59,30.05,32,143370,0.000223199
60-64,1993,Total,32.01,22.55,41.46,44,137470,0.00032007
65-69,1993,Total,32.27,22.51,42.03,42,130150,0.000322705
70-74,1993,Total,76.11,59.93,92.29,85,111680,0.000761103
75-79,1993,Total,94.59,73.18,116,75,79290,0.000945895
80+,1993,Total,161.4,134.47,188.33,138,85500,0.001614035
Total,1994,Total,8,7.17,8.84,369,3527700,0.000104601
00-04,1994,Total,0,0,0,0,286510,0
05-09,1994,Total,0,0,0,0,274220,0
10-14,1994,Total,0,0,0,0,256950,0
15-19,1994,Total,0,0,0,0,259630,0
20-24,1994,Total,0.71,0,1.7,2,280150,7.14e-06
25-29,1994,Total,0,0,0,0,264250,0
30-34,1994,Total,1.02,0,2.18,3,292820,1.02e-05
35-39,1994,Total,1.84,0.23,3.46,5,271070,1.84e-05
40-44,1994,Total,3.29,1.01,5.56,8,243480,3.29e-05
45-49,1994,Total,5.94,2.71,9.17,13,218740,5.94e-05
50-54,1994,Total,11.11,6.24,15.98,20,179960,0.000111136
55-59,1994,Total,14.25,8.16,20.35,21,147340,0.000142527
60-64,1994,Total,22.5,14.58,30.43,31,137750,0.000225045
65-69,1994,Total,33.2,23.39,43,44,132550,0.00033195
70-74,1994,Total,63.25,48.54,77.96,71,112250,0.000632517
75-79,1994,Total,67.35,49.55,85.15,55,81660,0.000673524
80+,1994,Total,108.6,86.87,130.32,96,88400,0.001085973
Total,1995,Total,7.97,7.14,8.81,366,3581800,0.000102183
00-04,1995,Total,0,0,0,0,283460,0
05-09,1995,Total,0,0,0,0,282850,0
10-14,1995,Total,0,0,0,0,260190,0
15-19,1995,Total,0,0,0,0,261470,0
20-24,1995,Total,0.36,0,1.07,1,276250,3.62e-06
25-29,1995,Total,1.1,0,2.34,3,273430,1.1e-05
30-34,1995,Total,2.38,0.62,4.14,7,294210,2.38e-05
35-39,1995,Total,0.72,0,1.72,2,278170,7.19e-06
40-44,1995,Total,1.99,0.25,3.73,5,251210,1.99e-05
45-49,1995,Total,6.86,3.5,10.23,16,233130,6.86e-05
50-54,1995,Total,11.51,6.59,16.43,21,182430,0.000115113
55-59,1995,Total,19.12,12.16,26.08,29,151670,0.000191205
60-64,1995,Total,19.98,12.44,27.51,27,135150,0.000199778
65-69,1995,Total,38.04,27.49,48.58,50,131450,0.000380373
70-74,1995,Total,55.79,42.01,69.56,63,112930,0.000557868
75-79,1995,Total,71.03,52.75,89.31,58,81660,0.000710262
80+,1995,Total,91.26,71.75,110.78,84,92040,0.000912647
Total,1996,Total,8.41,7.57,9.24,402,3733820,0.000107665
00-04,1996,Total,0,0,0,0,294780,0
05-09,1996,Total,0,0,0,0,296050,0
10-14,1996,Total,0,0,0,0,269140,0
15-19,1996,Total,0.37,0,1.09,1,270490,3.7e-06
20-24,1996,Total,0.36,0,1.05,1,280800,3.56e-06
25-29,1996,Total,1.05,0,2.24,3,285210,1.05e-05
30-34,1996,Total,0.99,0,2.12,3,302210,9.93e-06
35-39,1996,Total,2.03,0.41,3.65,6,295860,2.03e-05
40-44,1996,Total,4.16,1.7,6.62,11,264360,4.16e-05
45-49,1996,Total,8.03,4.51,11.55,20,248960,8.03e-05
50-54,1996,Total,9.81,5.4,14.22,19,193690,9.81e-05
55-59,1996,Total,12.14,6.82,17.46,20,164710,0.000121426
60-64,1996,Total,26.87,18.21,35.52,37,137720,0.000268661
65-69,1996,Total,36.29,26.13,46.45,49,135040,0.000362855
70-74,1996,Total,76.13,60.22,92.04,88,115590,0.000761312
75-79,1996,Total,72.78,54.52,91.05,61,83810,0.000727837
80+,1996,Total,87,68.28,105.72,83,95400,0.000870021
Total,1997,Total,8.18,7.36,9,401,3782570,0.000106013
00-04,1997,Total,0,0,0,0,291980,0
05-09,1997,Total,0,0,0,0,303900,0
10-14,1997,Total,0.37,0,1.08,1,273740,3.65e-06
15-19,1997,Total,0.37,0,1.09,1,270790,3.69e-06
20-24,1997,Total,0.37,0,1.08,1,273850,3.65e-06
25-29,1997,Total,0,0,0,0,287760,0
30-34,1997,Total,2.66,0.82,4.51,8,300630,2.66e-05
35-39,1997,Total,0.33,0,0.97,1,305060,3.28e-06
40-44,1997,Total,4.78,2.18,7.39,13,271700,4.78e-05
45-49,1997,Total,5.97,2.95,9,15,251090,5.97e-05
50-54,1997,Total,6.83,3.25,10.41,14,204950,6.83e-05
55-59,1997,Total,16.84,10.71,22.97,29,172230,0.000168379
60-64,1997,Total,20.87,13.27,28.47,29,138950,0.000208708
65-69,1997,Total,44.69,33.38,56,60,134260,0.000446894
70-74,1997,Total,60.91,46.74,75.08,71,116570,0.000609076
75-79,1997,Total,81.98,62.91,101.05,71,86610,0.000819767
80+,1997,Total,88.32,69.76,106.88,87,98500,0.000883249
Total,1998,Total,8.34,7.51,9.16,411,3815820,0.000107709
00-04,1998,Total,0,0,0,0,289680,0
05-09,1998,Total,0,0,0,0,306240,0
10-14,1998,Total,0,0,0,0,279960,0
15-19,1998,Total,0,0,0,0,271410,0
20-24,1998,Total,0.38,0,1.11,1,265570,3.77e-06
25-29,1998,Total,0.7,0,1.68,2,284640,7.03e-06
30-34,1998,Total,2.69,0.83,4.56,8,296860,2.69e-05
35-39,1998,Total,1.93,0.38,3.47,6,311680,1.93e-05
40-44,1998,Total,2.52,0.65,4.38,7,278200,2.52e-05
45-49,1998,Total,6.34,3.23,9.44,16,252440,6.34e-05
50-54,1998,Total,10.51,6.21,14.8,23,218920,0.000105061
55-59,1998,Total,13.61,8.16,19.05,24,176400,0.000136054
60-64,1998,Total,33.14,23.67,42.62,47,141810,0.000331429
65-69,1998,Total,44.31,33,55.61,59,133160,0.000443076
70-74,1998,Total,50.01,37.25,62.77,59,117980,0.000500085
75-79,1998,Total,66.84,49.93,83.75,60,89770,0.000668375
80+,1998,Total,97.92,78.63,117.21,99,101100,0.000979228
Total,1999,Total,10.21,9.32,11.1,522,3837320,0.000136032
00-04,1999,Total,0,0,0,0,285770,0
05-09,1999,Total,0,0,0,0,305400,0
10-14,1999,Total,0,0,0,0,286270,0
15-19,1999,Total,0,0,0,0,271650,0
20-24,1999,Total,0,0,0,0,258890,0
25-29,1999,Total,0.72,0,1.72,2,277470,7.21e-06
30-34,1999,Total,1.02,0,2.18,3,293790,1.02e-05
35-39,1999,Total,3.51,1.43,5.58,11,313670,3.51e-05
40-44,1999,Total,7.38,4.22,10.54,21,284590,7.38e-05
45-49,1999,Total,7.07,3.8,10.33,18,254740,7.07e-05
50-54,1999,Total,19.14,13.48,24.79,44,229930,0.000191363
55-59,1999,Total,19.31,12.91,25.71,35,181240,0.000193114
60-64,1999,Total,21.88,14.3,29.46,32,146250,0.000218803
65-69,1999,Total,38.58,27.99,49.17,51,132200,0.000385779
70-74,1999,Total,85.74,69.1,102.38,102,118960,0.000857431
75-79,1999,Total,98.71,78.54,118.88,92,93200,0.000987124
80+,1999,Total,107.45,87.46,127.44,111,103300,0.00107454
Total,2000,Total,7,6.26,7.74,359,3860180,9.3e-05
00-04,2000,Total,0,0,0,0,283360,0
05-09,2000,Total,0,0,0,0,301790,0
10-14,2000,Total,0,0,0,0,293560,0
15-19,2000,Total,0,0,0,0,273770,0
20-24,2000,Total,0,0,0,0,255100,0
25-29,2000,Total,0,0,0,0,269290,0
30-34,2000,Total,2.05,0.41,3.7,6,292300,2.05e-05
35-39,2000,Total,3.21,1.22,5.19,10,311970,3.21e-05
40-44,2000,Total,2.06,0.41,3.71,6,290760,2.06e-05
45-49,2000,Total,6.21,3.17,9.25,16,257620,6.21e-05
50-54,2000,Total,9.21,5.36,13.06,22,238790,9.21e-05
55-59,2000,Total,13.48,8.2,18.76,25,185470,0.000134793
60-64,2000,Total,26.81,18.61,35.02,41,152900,0.000268149
65-69,2000,Total,28.96,19.75,38.17,38,131220,0.00028959
70-74,2000,Total,50.13,37.44,62.81,60,119700,0.000501253
75-79,2000,Total,63.1,47.14,79.07,60,95080,0.000631048
80+,2000,Total,69.77,53.98,85.56,75,107500,0.000697674
Total,2001,Total,7.03,6.3,7.75,378,3886630,9.73e-05
00-04,2001,Total,0,0,0,0,281230,0
05-09,2001,Total,0,0,0,0,296000,0
10-14,2001,Total,0,0,0,0,301000,0
15-19,2001,Total,0,0,0,0,278030,0
20-24,2001,Total,0,0,0,0,256630,0
25-29,2001,Total,0.39,0,1.15,1,258510,3.87e-06
30-34,2001,Total,2.05,0.41,3.7,6,292060,2.05e-05
35-39,2001,Total,0.65,0,1.55,2,307450,6.51e-06
40-44,2001,Total,3.36,1.28,5.45,10,297280,3.36e-05
45-49,2001,Total,3.82,1.45,6.18,10,262090,3.82e-05
50-54,2001,Total,8.99,5.23,12.74,22,244780,8.99e-05
55-59,2001,Total,14.73,9.28,20.19,28,190050,0.00014733
60-64,2001,Total,18.62,11.95,25.28,30,161150,0.000186162
65-69,2001,Total,35.1,24.96,45.24,46,131060,0.000350984
70-74,2001,Total,49.69,37.12,62.27,60,120740,0.000496936
75-79,2001,Total,61.16,45.55,76.76,59,96470,0.000611589
80+,2001,Total,92.77,74.94,110.6,104,112100,0.000927743
Total,2002,Total,5.53,4.88,6.17,298,3951140,7.54e-05
00-04,2002,Total,0,0,0,0,281220,0
05-09,2002,Total,0,0,0,0,294330,0
10-14,2002,Total,0,0,0,0,308140,0
15-19,2002,Total,0,0,0,0,286870,0
20-24,2002,Total,0.38,0,1.11,1,265590,3.77e-06
25-29,2002,Total,0,0,0,0,253830,0
30-34,2002,Total,0.68,0,1.62,2,295210,6.77e-06
35-39,2002,Total,1.63,0.2,3.06,5,306190,1.63e-05
40-44,2002,Total,1.96,0.39,3.52,6,306790,1.96e-05
45-49,2002,Total,2.23,0.44,4.01,6,269590,2.23e-05
50-54,2002,Total,8.93,5.2,12.66,22,246300,8.93e-05
55-59,2002,Total,9.94,5.58,14.3,20,201160,9.94e-05
60-64,2002,Total,14.24,8.55,19.94,24,168490,0.000142442
65-69,2002,Total,36.88,26.55,47.2,49,132870,0.000368782
70-74,2002,Total,38.91,27.78,50.03,47,120800,0.000389073
75-79,2002,Total,49.1,35.21,62.99,48,97760,0.000490998
80+,2002,Total,58.62,44.69,72.55,68,116000,0.000586207
Total,2003,Total,7.09,6.37,7.81,391,4027690,9.71e-05
00-04,2003,Total,0,0,0,0,282010,0
05-09,2003,Total,0,0,0,0,294650,0
10-14,2003,Total,0,0,0,0,312920,0
15-19,2003,Total,1.02,0,2.17,3,295180,1.02e-05
20-24,2003,Total,0.36,0,1.06,1,278290,3.59e-06
25-29,2003,Total,0.79,0,1.88,2,253330,7.89e-06
30-34,2003,Total,1.01,0,2.14,3,298360,1.01e-05
35-39,2003,Total,1.63,0.2,3.07,5,306040,1.63e-05
40-44,2003,Total,6,3.3,8.7,19,316670,6e-05
45-49,2003,Total,7.18,4.03,10.33,20,278500,7.18e-05
50-54,2003,Total,7.65,4.21,11.08,19,248480,7.65e-05
55-59,2003,Total,10.69,6.32,15.05,23,215250,0.000106852
60-64,2003,Total,23.2,16.01,30.39,40,172420,0.000231992
65-69,2003,Total,32.37,22.81,41.94,44,135920,0.00032372
70-74,2003,Total,41.49,29.99,52.99,50,120510,0.000414903
75-79,2003,Total,71.31,54.73,87.9,71,99560,0.000713138
80+,2003,Total,76.09,60.45,91.72,91,119600,0.00076087
Total,2004,Total,6.62,5.92,7.31,368,4088720,9e-05
00-04,2004,Total,0,0,0,0,284470,0
05-09,2004,Total,0,0,0,0,293330,0
10-14,2004,Total,0,0,0,0,314700,0
15-19,2004,Total,0.33,0,0.98,1,300740,3.33e-06
20-24,2004,Total,1.4,0.03,2.78,4,285380,1.4e-05
25-29,2004,Total,1.57,0.03,3.11,4,254550,1.57e-05
30-34,2004,Total,2.02,0.4,3.63,6,297410,2.02e-05
35-39,2004,Total,1.63,0.2,3.06,5,307030,1.63e-05
40-44,2004,Total,3.72,1.62,5.83,12,322410,3.72e-05
45-49,2004,Total,5.91,3.1,8.72,17,287760,5.91e-05
50-54,2004,Total,11.5,7.31,15.68,29,252250,0.000114965
55-59,2004,Total,11.92,7.43,16.42,27,226470,0.000119221
60-64,2004,Total,21.41,14.6,28.22,38,177470,0.000214121
65-69,2004,Total,30.65,21.49,39.81,43,140300,0.000306486
70-74,2004,Total,30.78,20.87,40.7,37,120190,0.000307846
75-79,2004,Total,46.6,33.28,59.92,47,100860,0.000465992
80+,2004,Total,79.42,63.69,95.14,98,123400,0.000794165
Total,2005,Total,5.99,5.34,6.64,341,4136060,8.24e-05
00-04,2005,Total,0,0,0,0,284520,0
05-09,2005,Total,0,0,0,0,292400,0
10-14,2005,Total,0,0,0,0,313230,0
15-19,2005,Total,0.65,0,1.56,2,306460,6.53e-06
20-24,2005,Total,0.35,0,1.02,1,288800,3.46e-06
25-29,2005,Total,0.39,0,1.15,1,256480,3.9e-06
30-34,2005,Total,2.73,0.84,4.62,8,293330,2.73e-05
35-39,2005,Total,3.89,1.69,6.09,12,308700,3.89e-05
40-44,2005,Total,2.47,0.76,4.18,8,323860,2.47e-05
45-49,2005,Total,4.05,1.76,6.34,12,296340,4.05e-05
50-54,2005,Total,8.56,4.98,12.13,22,257060,8.56e-05
55-59,2005,Total,10.17,6.1,14.24,24,235910,0.000101734
60-64,2005,Total,21.41,14.69,28.12,39,182190,0.000214062
65-69,2005,Total,24.47,16.48,32.47,36,147100,0.000244731
70-74,2005,Total,34.2,23.73,44.67,41,119880,0.000342009
75-79,2005,Total,52.89,38.78,67,54,102100,0.000528893
80+,2005,Total,63.43,49.62,77.24,81,127700,0.000634299
Total,2006,Total,6.32,5.66,6.98,368,4185260,8.79e-05
00-04,2006,Total,0,0,0,0,286310,0
05-09,2006,Total,0,0,0,0,292010,0
10-14,2006,Total,0,0,0,0,310280,0
15-19,2006,Total,0,0,0,0,313290,0
20-24,2006,Total,0,0,0,0,291120,0
25-29,2006,Total,0.38,0,1.13,1,260860,3.83e-06
30-34,2006,Total,2.1,0.42,3.77,6,286180,2.1e-05
35-39,2006,Total,1.92,0.38,3.46,6,312560,1.92e-05
40-44,2006,Total,3.1,1.18,5.02,10,322580,3.1e-05
45-49,2006,Total,6.88,3.94,9.83,21,305120,6.88e-05
50-54,2006,Total,7.96,4.56,11.37,21,263670,7.96e-05
55-59,2006,Total,17.32,12.08,22.56,42,242510,0.000173189
60-64,2006,Total,17.61,11.6,23.62,33,187350,0.000176141
65-69,2006,Total,28.28,19.92,36.64,44,155580,0.000282813
70-74,2006,Total,42.42,30.78,54.06,51,120230,0.000424187
75-79,2006,Total,55.98,41.57,70.39,58,103610,0.000559792
80+,2006,Total,56.82,43.96,69.68,75,132000,0.000568182
Total,2007,Total,6.32,5.66,6.98,372,4226210,8.8e-05
00-04,2007,Total,0,0,0,0,293080,0
05-09,2007,Total,0,0,0,0,291860,0
10-14,2007,Total,0,0,0,0,306310,0
15-19,2007,Total,0,0,0,0,316570,0
20-24,2007,Total,1.38,0.03,2.73,4,289910,1.38e-05
25-29,2007,Total,0.75,0,1.8,2,265150,7.54e-06
30-34,2007,Total,2.15,0.43,3.88,6,278610,2.15e-05
35-39,2007,Total,2.85,0.99,4.72,9,315300,2.85e-05
40-44,2007,Total,4.38,2.09,6.68,14,319290,4.38e-05
45-49,2007,Total,5.11,2.61,7.62,16,312990,5.11e-05
50-54,2007,Total,7.39,4.15,10.63,20,270570,7.39e-05
55-59,2007,Total,11.9,7.57,16.24,29,243630,0.000119033
60-64,2007,Total,26.26,19.12,33.4,52,198010,0.000262613
65-69,2007,Total,24.6,16.97,32.22,40,162630,0.000245957
70-74,2007,Total,42.56,30.99,54.12,52,122190,0.000425567
75-79,2007,Total,43.27,30.62,55.91,45,104010,0.000432651
80+,2007,Total,60.98,47.86,74.1,83,136100,0.000609846
Total,2008,Total,6.12,5.48,6.75,371,4262020,8.7e-05
00-04,2008,Total,0.66,0,1.59,2,301010,6.64e-06
05-09,2008,Total,0,0,0,0,291110,0
10-14,2008,Total,0,0,0,0,303440,0
15-19,2008,Total,0,0,0,0,317120,0
20-24,2008,Total,0.35,0,1.02,1,289410,3.46e-06
25-29,2008,Total,1.11,0,2.38,3,269170,1.11e-05
30-34,2008,Total,1.1,0,2.35,3,272180,1.1e-05
35-39,2008,Total,2.23,0.58,3.88,7,314240,2.23e-05
40-44,2008,Total,2.22,0.58,3.87,7,315220,2.22e-05
45-49,2008,Total,5,2.55,7.45,16,320030,5e-05
50-54,2008,Total,6.85,3.77,9.94,19,277190,6.85e-05
55-59,2008,Total,10.61,6.53,14.69,26,244960,0.00010614
60-64,2008,Total,17.97,12.26,23.69,38,211440,0.00017972
65-69,2008,Total,34.92,25.94,43.91,58,166080,0.000349229
70-74,2008,Total,48.66,36.45,60.87,61,125360,0.000486599
75-79,2008,Total,50.98,37.26,64.71,53,103960,0.000509811
80+,2008,Total,54.96,42.68,67.24,77,140100,0.000549607
Total,2009,Total,5.86,5.25,6.47,370,4304910,8.59e-05
00-04,2009,Total,0,0,0,0,307510,0
05-09,2009,Total,0,0,0,0,291880,0
10-14,2009,Total,0,0,0,0,301830,0
15-19,2009,Total,0.95,0,2.02,3,317240,9.46e-06
20-24,2009,Total,0.68,0,1.63,2,293140,6.82e-06
25-29,2009,Total,0,0,0,0,272880,0
30-34,2009,Total,1.11,0,2.38,3,269160,1.11e-05
35-39,2009,Total,1.93,0.39,3.48,6,310320,1.93e-05
40-44,2009,Total,5.1,2.6,7.59,16,313980,5.1e-05
45-49,2009,Total,5.87,3.23,8.51,19,323640,5.87e-05
50-54,2009,Total,7.38,4.22,10.53,21,284620,7.38e-05
55-59,2009,Total,11.28,7.1,15.45,28,248310,0.000112762
60-64,2009,Total,17.56,12.05,23.07,39,222110,0.000175589
65-69,2009,Total,25.74,18.13,33.34,44,170960,0.00025737
70-74,2009,Total,33.19,23.27,43.12,43,129540,0.000331944
75-79,2009,Total,46.2,33.13,59.27,48,103890,0.000462027
80+,2009,Total,68.1,54.62,81.59,98,143900,0.000681028
Total,2010,Total,5.89,5.27,6.51,369,4353030,8.48e-05
00-04,2010,Total,0,0,0,0,314260,0
05-09,2010,Total,0,0,0,0,290920,0
10-14,2010,Total,0,0,0,0,302820,0
15-19,2010,Total,0.32,0,0.93,1,317160,3.15e-06
20-24,2010,Total,0.33,0,0.98,1,300660,3.33e-06
25-29,2010,Total,1.81,0.22,3.4,5,275780,1.81e-05
30-34,2010,Total,1.12,0,2.39,3,268120,1.12e-05
35-39,2010,Total,4.6,2.19,7,14,304560,4.6e-05
40-44,2010,Total,4.77,2.35,7.18,15,314670,4.77e-05
45-49,2010,Total,6.17,3.47,8.88,20,323960,6.17e-05
50-54,2010,Total,6.5,3.58,9.42,19,292420,6.5e-05
55-59,2010,Total,14.63,9.91,19.34,37,252930,0.000146286
60-64,2010,Total,16.86,11.57,22.16,39,231270,0.000168634
65-69,2010,Total,27.89,20.08,35.7,49,175700,0.000278884
70-74,2010,Total,28.7,19.7,37.71,39,135870,0.000287039
75-79,2010,Total,38.45,26.53,50.37,40,104030,0.000384504
80+,2010,Total,58.82,46.46,71.18,87,147900,0.000588235
Total,2011,Total,6.04,5.43,6.66,391,4386330,8.91e-05
00-04,2011,Total,0,0,0,0,317490,0
05-09,2011,Total,0,0,0,0,290570,0
10-14,2011,Total,0,0,0,0,302430,0
15-19,2011,Total,0.64,0,1.52,2,314900,6.35e-06
20-24,2011,Total,0.32,0,0.96,1,307820,3.25e-06
25-29,2011,Total,1.09,0,2.32,3,275640,1.09e-05
30-34,2011,Total,1.12,0,2.38,3,268400,1.12e-05
35-39,2011,Total,1.36,0.03,2.69,4,294360,1.36e-05
40-44,2011,Total,4.74,2.34,7.13,15,316640,4.74e-05
45-49,2011,Total,5.92,3.26,8.59,19,320700,5.92e-05
50-54,2011,Total,8.67,5.34,12.01,26,299760,8.67e-05
55-59,2011,Total,13.52,9.04,17.99,35,258940,0.000135166
60-64,2011,Total,16.39,11.25,21.53,39,237940,0.000163907
65-69,2011,Total,27.08,19.5,34.66,49,180950,0.000270793
70-74,2011,Total,41.76,31.2,52.33,60,143670,0.000417624
75-79,2011,Total,51.71,37.92,65.51,54,104420,0.000517142
80+,2011,Total,53.39,41.77,65.02,81,151700,0.000533949
Total,2012,Total,5.63,5.04,6.21,381,4410730,8.64e-05
00-04,2012,Total,0,0,0,0,315850,0
05-09,2012,Total,0,0,0,0,294090,0
10-14,2012,Total,0,0,0,0,299940,0
15-19,2012,Total,0,0,0,0,312900,0
20-24,2012,Total,0.96,0,2.05,3,311520,9.63e-06
25-29,2012,Total,1.09,0,2.32,3,275420,1.09e-05
30-34,2012,Total,1.12,0,2.38,3,268690,1.12e-05
35-39,2012,Total,1.41,0.03,2.79,4,284200,1.41e-05
40-44,2012,Total,4.09,1.87,6.32,13,317670,4.09e-05
45-49,2012,Total,4.75,2.35,7.15,15,315910,4.75e-05
50-54,2012,Total,7.5,4.44,10.57,23,306580,7.5e-05
55-59,2012,Total,10.54,6.64,14.45,28,265550,0.000105442
60-64,2012,Total,14.2,9.43,18.98,34,239390,0.000142028
65-69,2012,Total,24.52,17.51,31.54,47,191650,0.000245239
70-74,2012,Total,40.47,30.31,50.63,61,150730,0.000404697
75-79,2012,Total,47.96,34.8,61.12,51,106340,0.000479594
80+,2012,Total,62.22,49.77,74.66,96,154300,0.000622165
Total,2013,Total,3.95,3.48,4.43,282,4446700,6.34e-05
00-04,2013,Total,0,0,0,0,312120,0
05-09,2013,Total,0,0,0,0,300160,0
10-14,2013,Total,0,0,0,0,296780,0
15-19,2013,Total,0,0,0,0,312660,0
20-24,2013,Total,0.63,0,1.51,2,315890,6.33e-06
25-29,2013,Total,0,0,0,0,279030,0
30-34,2013,Total,0.74,0,1.76,2,271820,7.36e-06
35-39,2013,Total,1.45,0.03,2.86,4,276550,1.45e-05
40-44,2013,Total,3.16,1.2,5.12,10,316570,3.16e-05
45-49,2013,Total,1.28,0.03,2.54,4,312120,1.28e-05
50-54,2013,Total,6.06,3.34,8.79,19,313300,6.06e-05
